County Code,State,County,Population,Deaths,Crude Rate,Median Household Income ($),% <High School,% High School,% Associate,% >Bachelor,MYS
1001,AL,Autauga County,144568.0,188.0,130,53748,12.4,34.3,28.7,24.6,14.293999999999999
1003,AL,Baldwin County,514161.0,581.0,113,50976,10.0,28.7,31.8,29.5,14.796
1005,AL,Barbour County,71488.0,118.0,165.1,32111,26.2,34.9,26.0,12.9,13.027999999999999
1007,AL,Bibb County,62810.0,123.0,195.8,40113,19.3,41.8,26.9,12.0,13.111999999999998
1009,AL,Blount County,148438.0,194.0,130.7,46377,20.0,32.9,34.0,13.1,13.328
1011,AL,Bullock County,28974.0,45.0,155.3,28180,33.4,34.1,22.2,10.3,12.6
1013,AL,Butler County,50897.0,135.0,265.2,32687,18.9,39.9,25.1,16.1,13.412
1015,AL,Calhoun County,301458.0,667.0,221.3,40420,17.7,32.1,32.6,17.7,13.726
1017,AL,Chambers County,88018.0,165.0,187.5,35082,19.7,39.4,28.4,12.5,13.174
1019,AL,Cherokee County,66787.0,132.0,197.6,38792,18.7,36.0,31.4,14.0,13.386
1021,AL,Chilton County,114392.0,200.0,174.8,41875,19.9,41.3,24.0,14.9,13.286
1023,AL,Choctaw County,33661.0,84.0,249.5,33960,21.1,37.3,29.6,12.0,13.13
1025,AL,Clarke County,62742.0,117.0,186.5,35439,19.0,45.1,23.8,12.1,13.064
1027,AL,Clay County,34499.0,71.0,205.8,36257,25.4,34.6,29.0,11.1,12.972000000000001
1029,AL,Cleburne County,38107.0,82.0,215.2,40936,25.8,38.0,24.7,11.5,12.898
1031,AL,Coffee County,133034.0,166.0,124.8,46544,14.9,29.3,32.1,23.7,14.24
1033,AL,Colbert County,140784.0,289.0,205.3,42121,16.6,34.8,30.1,18.5,13.75
1035,AL,Conecuh County,31515.0,79.0,250.7,28629,20.6,46.2,24.6,8.7,12.788000000000002
1037,AL,Coosa County,29851.0,46.0,154.1,35067,27.1,36.3,26.7,9.9,12.783999999999999
1039,AL,Covington County,95215.0,190.0,199.5,35344,19.1,34.4,31.6,14.9,13.442
1041,AL,Crenshaw County,35548.0,52.0,146.3,35266,21.7,38.5,25.1,14.6,13.224
1043,AL,Cullman County,210148.0,332.0,158,39767,17.8,35.1,32.1,15.0,13.486
1045,AL,Dale County,129329.0,216.0,167,41937,14.2,33.1,36.7,16.1,13.75
1047,AL,Dallas County,102988.0,266.0,258.3,28339,21.0,36.5,28.8,13.8,13.272
1049,AL,DeKalb County,181628.0,274.0,150.9,37006,27.4,34.3,27.0,11.4,12.915999999999999
1051,AL,Elmore County,218040.0,300.0,137.6,53275,13.2,35.4,29.1,22.2,14.082
1053,AL,Escambia County,99838.0,170.0,170.3,35211,19.5,43.4,25.4,11.6,13.033999999999999
1055,AL,Etowah County,268796.0,576.0,214.3,39469,17.5,32.5,33.4,16.5,13.626
1057,AL,Fayette County,42430.0,87.0,205,36507,20.8,39.0,26.0,14.1,13.22
1059,AL,Franklin County,80372.0,151.0,187.9,35194,24.3,36.7,26.6,12.4,13.038000000000002
1061,AL,Geneva County,68422.0,113.0,165.2,35283,22.3,36.0,30.1,11.7,13.104000000000001
1063,AL,Greene County,21471.0,65.0,302.7,25783,23.1,41.0,26.0,10.0,12.87
1065,AL,Hale County,37988.0,96.0,252.7,33758,18.6,42.8,24.6,14.0,13.24
1067,AL,Henry County,43664.0,66.0,151.2,40511,19.3,36.1,28.4,16.1,13.458
1069,AL,Houston County,270338.0,386.0,142.8,41369,15.1,32.1,31.8,21.0,14.014000000000001
1071,AL,Jackson County,136701.0,279.0,204.1,39071,20.5,41.1,25.8,12.6,13.114
1073,AL,Jefferson County,1761005.0,2441.0,138.6,46473,11.0,26.5,31.1,31.4,14.914000000000001
1075,AL,Lamar County,35741.0,87.0,243.4,35969,22.6,35.4,29.0,13.1,13.187999999999999
1077,AL,Lauderdale County,230233.0,377.0,163.7,42716,15.1,34.6,28.6,21.7,14.006000000000002
1079,AL,Lawrence County,88664.0,185.0,208.7,41138,22.5,39.9,27.4,10.3,12.934
1081,AL,Lee County,373116.0,343.0,91.9,44655,11.3,24.5,29.8,34.4,15.122
1083,AL,Limestone County,248408.0,390.0,157,51636,16.8,32.0,27.9,23.3,14.085999999999999
1085,AL,Lowndes County,26578.0,63.0,237,30416,25.2,37.7,24.9,12.3,12.99
1087,AL,Macon County,44796.0,127.0,283.5,29132,19.5,31.2,29.2,20.0,13.782
1089,AL,Madison County,945663.0,1237.0,130.8,58895,9.2,20.9,29.2,40.7,15.655999999999999
1091,AL,Marengo County,49570.0,130.0,262.3,33759,16.1,40.2,28.8,14.8,13.426000000000002
1093,AL,Marion County,77338.0,199.0,257.3,35094,20.1,35.0,32.5,12.5,13.26
1095,AL,Marshall County,239824.0,477.0,198.9,38922,21.4,31.9,30.1,16.6,13.502
1097,AL,Mobile County,1072615.0,1685.0,157.1,42506,14.2,32.6,30.7,22.5,14.13
1099,AL,Monroe County,55112.0,114.0,206.9,35090,18.0,45.1,24.6,12.4,13.136000000000001
1101,AL,Montgomery County,590993.0,859.0,145.3,43255,14.5,25.4,28.7,31.5,14.815999999999999
1103,AL,Morgan County,315060.0,524.0,166.3,45601,17.5,30.1,31.0,21.4,13.982000000000001
1105,AL,Perry County,22147.0,62.0,279.9,25904,23.6,39.5,22.4,14.5,13.136
1107,AL,Pickens County,52542.0,122.0,232.2,32962,18.9,39.9,30.1,11.1,13.112
1109,AL,Pike County,72481.0,118.0,162.8,33963,20.0,32.7,23.3,24.0,13.986
1111,AL,Randolph County,56517.0,149.0,263.6,36940,22.7,36.4,25.5,15.4,13.288
1113,AL,Russell County,155501.0,207.0,133.1,36080,17.4,31.2,34.4,17.0,13.7
1115,AL,St. Clair County,234190.0,360.0,153.7,53082,16.5,36.1,31.3,16.1,13.584000000000001
1117,AL,Shelby County,562562.0,434.0,77.1,70097,8.4,21.0,29.1,41.4,15.714
1119,AL,Sumter County,30137.0,61.0,202.4,25344,20.0,41.6,20.3,18.1,13.454
1121,AL,Talladega County,214592.0,432.0,201.3,38351,20.2,35.7,31.0,13.1,13.264000000000001
1123,AL,Tallapoosa County,104323.0,186.0,178.3,38042,20.4,35.3,27.0,17.3,13.515999999999998
1125,AL,Tuscaloosa County,491349.0,678.0,138,45939,11.9,30.3,28.4,29.4,14.682
1127,AL,Walker County,169212.0,497.0,293.7,37571,21.4,36.6,31.4,10.5,13.027999999999999
1129,AL,Washington County,43292.0,82.0,189.4,40368,20.3,45.8,24.3,9.6,12.847999999999999
1131,AL,Wilcox County,26996.0,121.0,448.2,23315,20.1,44.9,23.6,11.3,12.962
1133,AL,Winston County,62005.0,108.0,174.2,35382,24.0,34.3,28.6,13.1,13.14
2016,AK,Aleutians West Census Area,20666.0,10.0,Unreliable,74103,12.5,40.3,31.5,15.7,13.636
2020,AK,Anchorage Municipality,819650.0,668.0,81.5,76881,6.7,24.0,35.0,34.3,15.31
2050,AK,Bethel Census Area,41298.0,41.0,99.3,44378,19.1,45.4,24.1,11.4,13.012
2070,AK,Dillingham Census Area,12114.0,16.0,Unreliable,49903,13.2,36.9,32.4,17.6,13.803999999999998
2090,AK,Fairbanks North Star Borough,266105.0,203.0,76.3,68658,5.6,22.2,38.8,33.4,15.335999999999999
2110,AK,Juneau City and Borough,94259.0,73.0,77.4,81269,4.4,21.2,35.0,39.4,15.764000000000001
2122,AK,Kenai Peninsula Borough,156154.0,153.0,98,63024,7.3,32.2,36.9,23.7,14.5
2130,AK,Ketchikan Gateway Borough,38423.0,45.0,117.1,62826,8.0,31.7,36.5,23.8,14.474
2150,AK,Kodiak Island Borough,38296.0,23.0,60.1,67290,9.3,27.3,38.5,24.9,14.575999999999999
2164,AK,Lake and Peninsula Borough,4159.0,10.0,Unreliable,44119,13.7,42.5,31.4,12.5,13.366
2170,AK,Matanuska-Susitna Borough,264811.0,205.0,77.4,72571,7.6,31.8,40.0,20.6,14.296
2180,AK,Nome Census Area,23198.0,27.0,116.4,49916,15.1,43.1,27.9,13.9,13.368
2185,AK,North Slope Borough,29257.0,28.0,95.7,72965,11.6,37.8,36.3,14.2,13.617999999999997
2188,AK,Northwest Arctic Borough,17658.0,19.0,Unreliable,56041,20.9,45.0,23.4,10.8,12.925999999999998
2198,AK,Prince of Wales-Hyder Census Area,10731.0,10.0,Unreliable,46067,9.5,39.1,35.6,15.8,13.786000000000001
2220,AK,Sitka City and Borough,25006.0,15.0,Unreliable,66968,7.4,25.7,34.6,32.4,15.148
2240,AK,Southeast Fairbanks Census Area,18780.0,22.0,117.1,58127,9.3,33.4,38.1,19.2,14.111999999999998
2261,AK,Valdez-Cordova Census Area,27436.0,14.0,Unreliable,68499,7.2,27.3,35.4,30.1,14.972000000000001
2290,AK,Yukon-Koyukuk Census Area,13971.0,30.0,214.7,36296,17.1,39.9,30.7,12.3,13.255999999999998
4001,AZ,Apache County,169520.0,125.0,73.7,32123,21.8,33.5,33.7,11.1,13.138000000000002
4003,AZ,Cochise County,312438.0,343.0,109.8,44388,13.4,23.2,40.2,23.2,14.392000000000001
4005,AZ,Coconino County,327804.0,229.0,69.9,49698,11.1,21.6,33.1,34.2,15.176000000000002
4007,AZ,Gila County,122020.0,206.0,168.8,39581,15.7,28.7,37.9,17.7,13.86
4009,AZ,Graham County,91241.0,68.0,74.5,44301,14.6,32.9,39.2,13.3,13.556
4011,AZ,Greenlee County,23624.0,21.0,88.9,57473,12.1,36.8,38.9,12.2,13.511999999999999
4012,AZ,La Paz County,40609.0,95.0,233.9,34177,24.8,36.4,28.3,10.4,12.89
4013,AZ,Maricopa County,10533674.0,6977.0,66.2,54439,13.1,22.9,33.0,31.0,14.878
4015,AZ,Mohave County,485766.0,941.0,193.7,38719,16.1,36.0,36.0,11.9,13.35
4017,AZ,Navajo County,253825.0,243.0,95.7,36480,18.5,30.3,36.7,14.5,13.524000000000001
4019,AZ,Pima County,2433780.0,2118.0,87,45859,12.3,22.6,34.4,30.8,14.918
4021,AZ,Pinal County,995593.0,751.0,75.4,50731,15.1,29.2,37.2,18.5,13.922
4023,AZ,Santa Cruz County,107338.0,65.0,60.6,36772,25.2,26.2,26.1,22.5,13.818
4025,AZ,Yavapai County,520364.0,560.0,107.6,45014,9.8,25.8,38.8,25.5,14.607999999999999
4027,AZ,Yuma County,451820.0,274.0,60.6,40539,28.3,25.6,31.8,14.4,13.234000000000002
5001,AR,Arkansas County,47719.0,87.0,182.3,38744,17.5,40.6,27.5,14.4,13.352
5003,AR,Ashley County,52564.0,108.0,205.5,38616,16.1,39.7,30.6,13.6,13.378000000000002
5005,AR,Baxter County,94882.0,139.0,146.5,37264,12.8,34.4,35.1,17.7,13.862
5007,AR,Benton County,634620.0,446.0,70.3,58202,12.8,30.5,26.0,30.7,14.72
5009,AR,Boone County,92862.0,142.0,152.9,38965,15.0,34.6,35.4,15.0,13.607999999999999
5011,AR,Bradley County,28109.0,64.0,227.7,33570,20.1,41.5,24.2,14.2,13.218
5013,AR,Calhoun County,13770.0,25.0,181.6,37448,16.8,49.6,21.6,12.0,13.056000000000001
5015,AR,Carroll County,68874.0,102.0,148.1,35980,16.2,34.9,31.2,17.7,13.716
5017,AR,Chicot County,27784.0,63.0,226.7,28791,19.9,42.0,24.9,13.1,13.136
5019,AR,Clark County,48878.0,70.0,143.2,36921,13.5,30.9,30.9,24.7,14.323999999999998
5021,AR,Clay County,37890.0,65.0,171.5,34263,20.9,42.4,25.4,11.3,12.993999999999998
5023,AR,Cleburne County,62098.0,96.0,154.6,41963,16.7,38.2,29.7,15.4,13.492
5025,AR,Cleveland County,21288.0,44.0,206.7,43266,13.9,43.9,26.5,15.7,13.508
5027,AR,Columbia County,55116.0,96.0,174.2,36565,14.8,39.2,24.0,21.9,13.924000000000001
5029,AR,Conway County,53374.0,104.0,194.9,40384,15.0,42.3,25.8,16.9,13.568
5031,AR,Craighead County,260471.0,354.0,135.9,42689,12.0,34.2,28.3,25.4,14.346000000000002
5033,AR,Crawford County,159436.0,236.0,148,42341,14.7,40.0,31.8,13.6,13.442
5035,AR,Crittenden County,125002.0,274.0,219.2,36953,18.2,35.6,28.8,17.4,13.604000000000001
5037,AR,Cross County,43497.0,58.0,133.3,37995,19.3,44.0,21.9,14.7,13.216
5039,AR,Dallas County,19349.0,44.0,227.4,32925,16.6,48.9,21.9,12.7,13.133999999999999
5041,AR,Desha County,30046.0,99.0,329.5,31389,23.9,39.7,23.3,13.2,13.056000000000001
5043,AR,Drew County,44315.0,74.0,167,37102,18.4,36.9,24.9,19.8,13.713999999999999
5045,AR,Faulkner County,297901.0,338.0,113.5,50656,8.9,30.7,31.3,29.1,14.776
5047,AR,Franklin County,44362.0,79.0,178.1,40213,18.9,40.8,27.3,13.0,13.208
5049,AR,Fulton County,29149.0,48.0,164.7,33388,16.1,40.7,32.2,11.0,13.202000000000004
5051,AR,Garland County,241934.0,423.0,174.8,39821,11.6,31.3,36.4,20.6,14.132
5053,AR,Grant County,47599.0,63.0,132.4,48528,10.0,41.6,28.6,19.8,13.956000000000001
5055,AR,Greene County,112742.0,170.0,150.8,42277,14.7,43.0,25.8,16.4,13.522
5057,AR,Hempstead County,54999.0,93.0,169.1,34494,21.3,38.0,28.1,12.6,13.144
5059,AR,Hot Spring County,88247.0,138.0,156.4,41135,14.1,41.6,30.8,13.5,13.414000000000001
5061,AR,Howard County,33246.0,66.0,198.5,34498,20.6,33.8,29.9,15.7,13.441999999999998
5063,AR,Independence County,93373.0,133.0,142.4,39485,15.5,37.5,29.3,17.6,13.672
5065,AR,Izard County,33680.0,57.0,169.2,33611,16.1,40.7,30.8,12.4,13.286000000000001
5067,AR,Jackson County,47952.0,77.0,160.6,32725,23.4,42.1,25.9,8.6,12.738
5069,AR,Jefferson County,185470.0,435.0,234.5,36783,15.7,38.4,28.8,17.0,13.61
5071,AR,Johnson County,64935.0,87.0,134,35192,21.0,43.1,20.0,15.9,13.252
5073,AR,Lafayette County,17733.0,38.0,214.3,31575,19.8,42.7,23.8,13.7,13.176000000000002
5075,AR,Lawrence County,40951.0,61.0,149,34542,18.3,41.2,27.2,13.4,13.262
5077,AR,Lee County,26753.0,66.0,246.7,27303,30.7,38.6,22.6,8.2,12.506000000000002
5079,AR,Lincoln County,40211.0,53.0,131.8,37113,20.9,50.2,21.0,7.8,12.614
5081,AR,Little River County,32006.0,62.0,193.7,38448,14.0,40.6,35.7,9.7,13.21
5083,AR,Logan County,54867.0,107.0,195,36323,17.2,43.9,25.9,13.0,13.213999999999999
5085,AR,Lonoke County,187569.0,255.0,135.9,54761,11.9,33.9,34.7,19.5,14.015999999999998
5087,AR,Madison County,40423.0,62.0,153.4,37802,19.6,47.1,21.9,11.3,12.937999999999999
5089,AR,Marion County,40692.0,68.0,167.1,33562,14.0,39.4,31.2,15.3,13.556
5091,AR,Miller County,113865.0,173.0,151.9,39305,14.5,39.2,31.8,14.5,13.506000000000002
5093,AR,Mississippi County,111436.0,235.0,210.9,34531,19.6,36.8,30.9,12.6,13.221999999999998
5095,AR,Monroe County,18649.0,35.0,187.7,30658,21.8,41.7,27.4,9.1,12.84
5097,AR,Montgomery County,22146.0,32.0,144.5,34677,20.2,35.4,31.8,12.5,13.22
5099,AR,Nevada County,21703.0,48.0,221.2,33982,16.9,45.0,23.1,15.1,13.344000000000001
5101,AR,Newton County,19693.0,32.0,162.5,32764,19.6,40.7,24.9,14.8,13.29
5103,AR,Ouachita County,63190.0,141.0,223.1,35346,13.8,42.6,26.9,16.6,13.578
5105,AR,Perry County,26555.0,43.0,161.9,41968,17.8,43.0,28.6,10.6,13.064
5107,AR,Phillips County,47203.0,125.0,264.8,27475,23.6,31.4,33.3,11.7,13.13
5109,AR,Pike County,27771.0,58.0,208.9,35343,18.6,35.6,31.0,14.8,13.432
5111,AR,Poinsett County,61139.0,153.0,250.2,34219,21.3,42.5,26.7,9.6,12.888
5113,AR,Polk County,48342.0,79.0,163.4,32872,15.7,36.9,35.1,12.3,13.372
5115,AR,Pope County,154605.0,169.0,109.3,40762,16.5,33.8,28.4,21.3,13.941999999999998
5117,AR,Prairie County,20967.0,32.0,152.6,38973,17.6,43.4,26.0,13.0,13.208
5119,AR,Pulaski County,1052818.0,1534.0,145.7,46296,9.9,27.1,30.1,32.9,15.036000000000001
5121,AR,Randolph County,43803.0,89.0,203.2,35631,16.7,38.3,31.3,13.7,13.388
5123,AR,St. Francis County,74064.0,145.0,195.8,32746,22.0,38.7,28.8,10.4,12.956000000000001
5125,AR,Saline County,300360.0,303.0,100.9,57833,10.7,33.4,31.3,24.5,14.36
5127,AR,Scott County,26268.0,41.0,156.1,33302,23.6,38.5,27.4,10.6,12.936
5129,AR,Searcy County,19756.0,35.0,177.2,29114,15.4,42.1,28.1,14.4,13.406
5131,AR,Sebastian County,328860.0,489.0,148.7,40867,17.5,31.9,31.8,18.8,13.79
5133,AR,Sevier County,41657.0,52.0,124.8,36784,30.4,34.6,25.7,9.4,12.67
5135,AR,Sharp County,39927.0,95.0,237.9,31575,16.8,43.2,30.0,10.1,13.084000000000001
5137,AR,Stone County,30129.0,40.0,132.8,29990,23.5,35.1,27.0,14.4,13.222000000000001
5139,AR,Union County,103675.0,131.0,126.4,40548,16.3,36.0,28.6,19.2,13.794
5141,AR,Van Buren County,41153.0,69.0,167.7,36087,15.7,45.2,25.5,13.6,13.284
5143,AR,Washington County,545726.0,632.0,115.8,44706,15.8,27.5,25.5,31.2,14.69
5145,AR,White County,192878.0,295.0,152.9,42639,16.0,38.2,26.5,19.3,13.754000000000001
5147,AR,Woodruff County,17092.0,55.0,321.8,29945,24.5,45.4,19.9,10.2,12.723999999999998
5149,AR,Yell County,54496.0,88.0,161.5,37231,22.1,40.9,22.6,14.4,13.162
6001,CA,Alameda County,4570212.0,2591.0,56.7,78053,12.7,18.0,25.4,43.9,15.765999999999998
6005,CA,Amador County,98282.0,85.0,86.5,54805,11.7,26.8,40.1,21.5,14.3
6007,CA,Butte County,529755.0,615.0,116.1,43182,11.7,22.7,39.4,26.1,14.63
6009,CA,Calaveras County,113502.0,114.0,100.4,53468,9.6,27.2,43.0,20.2,14.284
6011,CA,Colusa County,52728.0,37.0,70.2,50551,31.9,21.8,31.8,14.4,13.138
6013,CA,Contra Costa County,2983972.0,1722.0,57.7,81482,10.9,18.2,30.6,40.3,15.618
6015,CA,Del Norte County,76031.0,99.0,130.2,39162,17.8,30.7,36.5,14.9,13.554
6017,CA,El Dorado County,488726.0,338.0,69.2,70472,7.4,21.8,37.9,33.0,15.262
6019,CA,Fresno County,2359611.0,1916.0,81.2,44715,26.2,22.7,31.3,19.7,13.665999999999999
6021,CA,Glenn County,68669.0,77.0,112.1,43362,27.5,27.9,32.0,12.7,13.118
6023,CA,Humboldt County,351154.0,402.0,114.5,41041,9.7,24.7,37.4,28.2,14.81
6025,CA,Imperial County,433579.0,380.0,87.6,40056,33.0,22.5,30.6,14.0,13.084000000000001
6027,CA,Inyo County,46717.0,42.0,89.9,49169,11.5,31.2,32.8,24.5,14.386
6029,CA,Kern County,2166100.0,2085.0,96.3,48140,26.4,27.2,30.7,15.7,13.342
6031,CA,Kings County,391374.0,276.0,70.5,46702,27.1,26.4,33.7,12.8,13.155999999999999
6033,CA,Lake County,165110.0,265.0,160.5,37511,16.3,27.8,39.7,16.2,13.764000000000001
6035,CA,Lassen County,95685.0,70.0,73.2,50485,18.6,30.9,38.0,12.5,13.388
6037,CA,Los Angeles County,27481351.0,20231.0,73.6,56682,22.3,20.7,26.3,30.8,14.556
6039,CA,Madera County,378541.0,310.0,81.9,44502,28.3,25.9,32.7,13.1,13.136
6041,CA,Marin County,696504.0,289.0,41.5,96181,6.9,11.3,24.8,57.1,16.938
6043,CA,Mariposa County,45941.0,62.0,135,46405,10.5,28.4,38.5,22.6,14.368
6045,CA,Mendocino County,225804.0,206.0,91.2,42883,13.5,26.2,36.3,24.1,14.395999999999999
6047,CA,Merced County,633974.0,535.0,84.4,43539,31.4,25.2,29.7,13.7,13.062000000000001
6049,CA,Modoc County,22673.0,24.0,105.9,38849,13.6,27.1,41.1,18.3,14.026
6053,CA,Monterey County,1097540.0,517.0,47.1,58385,29.1,20.4,26.9,23.6,13.844
6055,CA,Napa County,368233.0,217.0,58.9,70235,16.1,18.8,32.1,33.0,14.96
6057,CA,Nevada County,256758.0,162.0,63.1,56944,6.7,19.6,39.3,34.4,15.404000000000002
6059,CA,Orange County,8459443.0,4491.0,53.1,76280,15.5,17.4,28.6,38.4,15.322000000000001
6061,CA,Placer County,954398.0,571.0,59.8,76076,5.8,19.2,38.1,36.9,15.597999999999999
6063,CA,Plumas County,47992.0,49.0,102.1,48504,8.1,23.9,46.1,21.9,14.511999999999999
6065,CA,Riverside County,5818797.0,4429.0,76.1,56210,19.5,25.9,33.4,21.2,13.973999999999998
6067,CA,Sacramento County,3951723.0,3358.0,85,55973,13.2,22.4,35.1,29.3,14.782
6069,CA,San Benito County,151257.0,81.0,53.6,69068,21.7,24.6,34.7,19.0,13.78
6071,CA,San Bernardino County,5388770.0,4497.0,83.5,52877,21.2,26.2,33.3,19.3,13.786
6073,CA,San Diego County,8744194.0,4947.0,56.6,65076,13.6,18.8,31.1,36.5,15.27
6075,CA,San Francisco County,2735623.0,1189.0,43.5,85043,12.6,12.5,20.2,54.8,16.548
6077,CA,San Joaquin County,1795014.0,1696.0,94.5,53111,22.0,26.6,33.2,18.2,13.68
6079,CA,San Luis Obispo County,679166.0,461.0,67.9,61845,9.9,19.4,36.7,34.1,15.276
6081,CA,San Mateo County,2127914.0,910.0,42.8,96329,11.4,15.9,25.6,47.1,16.052
6083,CA,Santa Barbara County,1045813.0,668.0,63.9,62602,19.9,17.9,29.9,32.2,14.764
6085,CA,Santa Clara County,5277371.0,2166.0,41,98658,12.9,14.8,23.2,49.1,16.134
6087,CA,Santa Cruz County,693770.0,355.0,51.2,67222,13.7,15.5,31.9,39.0,15.495999999999999
6089,CA,Shasta County,454727.0,564.0,124,44396,10.0,25.5,44.4,20.1,14.296
6091,CA,Sierra County,7825.0,13.0,Unreliable,46907,11.0,26.5,42.7,19.8,14.218000000000002
6093,CA,Siskiyou County,109238.0,141.0,129.1,38134,11.4,25.4,41.0,22.2,14.368
6095,CA,Solano County,1157420.0,827.0,71.5,66576,12.5,23.5,38.9,25.1,14.536
6097,CA,Sonoma County,1337643.0,765.0,57.2,65557,12.8,19.4,34.7,33.1,15.085999999999999
6099,CA,Stanislaus County,1338196.0,1332.0,99.5,50212,22.4,28.1,33.0,16.5,13.532
6101,CA,Sutter County,238218.0,230.0,96.6,49669,20.8,24.4,36.9,17.9,13.754000000000001
6103,CA,Tehama County,157298.0,180.0,114.4,40739,17.1,31.1,38.0,13.8,13.522
6105,CA,Trinity County,34952.0,55.0,157.4,36445,9.3,32.4,38.2,20.1,14.186
6107,CA,Tulare County,1081179.0,981.0,90.7,42124,31.8,25.4,28.8,14.0,13.06
6109,CA,Tuolumne County,140631.0,167.0,118.8,50088,10.2,28.6,41.4,19.7,14.188000000000002
6111,CA,Ventura County,2207591.0,1086.0,49.2,76256,16.6,18.8,32.5,32.2,14.905999999999999
6113,CA,Yolo County,494381.0,289.0,58.5,56594,14.4,19.2,26.4,40.0,15.44
6115,CA,Yuba County,186333.0,226.0,121.3,43476,17.8,24.3,42.3,15.5,13.718
8001,CO,Adams County,1288697.0,802.0,62.2,59664,17.8,28.5,31.3,22.4,14.062000000000001
8003,CO,Alamosa County,37402.0,38.0,101.6,38096,16.2,24.4,33.6,25.8,14.412
8005,CO,Arapahoe County,1701513.0,844.0,49.6,64981,7.7,20.6,31.0,40.7,15.722000000000001
8007,CO,Archuleta County,32681.0,19.0,Unreliable,47482,8.6,25.6,30.8,34.9,15.224
8009,CO,Baca County,8446.0,11.0,Unreliable,35866,13.7,29.6,34.9,21.8,14.168
8011,CO,Bent County,16849.0,14.0,Unreliable,34797,15.8,45.5,29.3,9.5,13.042
8013,CO,Boulder County,822706.0,367.0,44.6,71402,5.5,12.9,22.3,59.3,17.08
8014,CO,Broomfield County,172824.0,54.0,31.2,83892,3.9,15.0,28.5,52.5,16.68
8015,CO,Chaffee County,50761.0,44.0,86.7,48465,8.3,26.2,31.1,34.4,15.208
8019,CO,Clear Creek County,28169.0,22.0,78.1,66785,3.1,20.3,32.0,44.6,16.146
8021,CO,Conejos County,19234.0,23.0,119.6,34477,16.0,31.7,34.0,18.3,13.824000000000002
8023,CO,Costilla County,8548.0,11.0,Unreliable,27469,23.0,26.4,30.6,20.0,13.752
8025,CO,Crowley County,17479.0,10.0,Unreliable,33157,17.2,40.4,32.2,10.2,13.116
8027,CO,Custer County,11315.0,18.0,Unreliable,47679,8.3,21.8,40.5,29.4,14.995999999999999
8029,CO,Delta County,73978.0,79.0,106.8,42521,12.0,36.9,31.5,19.6,13.958
8031,CO,Denver County,1978320.0,1265.0,63.9,55081,13.6,17.6,23.0,45.7,15.832
8035,CO,Douglas County,861046.0,220.0,25.6,106639,2.1,12.3,28.1,57.5,17.12
8037,CO,Eagle County,161355.0,40.0,24.8,75959,11.2,17.9,25.9,45.0,15.893999999999998
8039,CO,Elbert County,68394.0,44.0,64.3,84613,3.6,26.1,37.5,32.8,15.302
8041,CO,El Paso County,1734205.0,1184.0,68.3,59066,6.1,20.6,36.8,36.6,15.554
8043,CO,Fremont County,131166.0,119.0,90.7,42389,11.3,39.2,33.1,16.4,13.748000000000001
8045,CO,Garfield County,158786.0,73.0,46,61526,13.1,28.7,29.1,29.1,14.648
8047,CO,Gilpin County,18481.0,14.0,Unreliable,64804,2.0,24.3,39.3,34.4,15.498
8049,CO,Grand County,44044.0,26.0,59,59328,4.3,25.7,32.8,37.2,15.546
8051,CO,Gunnison County,42078.0,15.0,Unreliable,49713,4.7,18.1,24.6,52.6,16.606
8055,CO,Huerfano County,15881.0,15.0,Unreliable,32893,8.7,27.4,37.9,26.0,14.664000000000001
8059,CO,Jefferson County,1568925.0,944.0,60.2,70360,5.8,20.9,31.0,42.2,15.868
8063,CO,Kit Carson County,20945.0,13.0,Unreliable,44490,16.5,38.1,31.7,13.8,13.42
8065,CO,Lake County,20990.0,21.0,100,46959,7.2,33.6,28.3,30.9,14.894
8067,CO,La Plata County,150233.0,84.0,55.9,58890,5.2,19.3,32.5,43.0,15.985999999999999
8069,CO,Larimer County,828300.0,430.0,51.9,60925,4.3,19.4,31.0,45.3,16.158
8071,CO,Las Animas County,35962.0,37.0,102.9,38793,14.2,29.6,37.2,18.9,13.96
8073,CO,Lincoln County,15060.0,11.0,Unreliable,41403,14.8,49.7,21.8,13.7,13.236
8075,CO,Logan County,59303.0,51.0,86,45491,10.7,34.2,38.4,16.7,13.89
8077,CO,Mesa County,375618.0,291.0,77.5,49286,10.2,29.3,34.5,26.1,14.585999999999999
8081,CO,Moffat County,34822.0,25.0,71.8,57086,8.9,39.9,32.3,18.9,13.98
8083,CO,Montezuma County,66163.0,56.0,84.6,42365,9.8,29.5,33.6,27.0,14.624
8085,CO,Montrose County,100908.0,93.0,92.2,45131,11.2,32.1,32.9,23.8,14.338
8087,CO,Morgan County,69347.0,48.0,69.2,47351,19.0,31.8,33.1,16.1,13.57
8089,CO,Otero County,43879.0,75.0,170.9,35325,14.2,28.4,40.2,17.1,13.876
8093,CO,Park County,50684.0,35.0,69.1,61716,3.7,26.0,39.8,30.5,15.161999999999999
8097,CO,Pitkin County,54097.0,17.0,Unreliable,72516,4.6,13.8,21.2,60.4,17.164
8099,CO,Prowers County,29092.0,28.0,96.2,39221,17.4,27.6,39.7,15.4,13.69
8101,CO,Pueblo County,407997.0,424.0,103.9,41825,11.8,29.3,37.7,21.2,14.214
8105,CO,Rio Grande County,28751.0,26.0,90.4,39930,16.6,27.4,33.4,22.6,14.143999999999998
